,code,title,resume,content,keyword
1122,CS-107,Introduction to programming,This course presents the fundamentals of programming and object-oriented programming (using the Java language). An introduction to the Unix environment will also be given.," Introduction to the Unix development environment    Basics of programming (using Java): variables, expressions, control structures, modularisation, etc.  Basics of object-oriented programming  (using Java): objects,  classes, methods, encapsulation, abstraction, inheritance,  polymorphism...  Practice of some algorithmic key concepts (recursion, search, sorting etc.)   ","Java, programmation orientée-objet, Unix"
1123,MSE-490(b),Research project in materials II,The student applies the acquired skills to an academic or industrial projects.,"The students are confronted with the realization of an engineering project integrating several aspects of Materials science. This project will allow them to apply, to concrete problems, skills of domain and transversal skills acquired during their studies. The projects are available on the web sites of IMX laboratories or other laboratories approved by SMX Section.","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1124,MICRO-505,Printed systems and large area manufacturing,"This course addresses the implementation of organic and printed electronics technologies using large area manufacturing techniques. It will provide knowledge on materials, fabrication processes, devices, systems, and applications: state of the art and current status on commercialization.","Language en    General introduction: What is printing? Histor... fr                                                  NaN Name: Contenu, dtype: object","Language en    Printed, flexible and organic electronics, lar... fr                                                  NaN Name: Mot-clef, dtype: object"
1125,CH-599,Master project in Molecular & Biological Chemistry,"The Master ends up with an independent research work lasting 4 to 6 months in academia or industry, called the Master's thesis. ","Master thesis is a personal activity performed in a research environment. Under the responsability of a EPFL Prof or MER, the student selects a research subject and develops his/her own abilities to get relevant scientific results.This activity must lead to an original work and is expected to be publishable in a scientific journal.","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1126,EE-320,IC design I,Introduction analog CMOS design. Understanding and design of basic building blocks.,"MOS transistors: structure, modes of operation, large and small signal models, thermal behavior, noise, fabrication process and layoutPassive devices: capacitors, resistors, MOS transistor used as a pseudo-resistor, diodes, interconnectionsParasitic devices and parasitic effects: parasitic capacitors and resistors, leakage currentsBasic analog structures design:a. Differential pairb. Current mirrorc. Cascode staged. Analog switche. Operational Transconductance Amplifier (OTA)","Transistor, CMOS, conception, analogique"
1127,CIVIL-428,Engineering geology for geo-energy,"Objective is to provide an understanding of the problems in geo-energy projects. Human induced fracturing has serious consequences in projects as conventional and unconventional hydrocarbon resources exploration, deep geothermal systems, CO2 storage and deep geological disposal of radioactive waste.","Language en    We propose the following course outline:\n\nSt... fr                                                  NaN Name: Contenu, dtype: object","Language en    structural geology, tectonics, natural and ind... fr                                                  NaN Name: Mot-clef, dtype: object"
1128,CS-208,Computer architecture ,"The course introduces the students to the basic notions of computer architecture and, in particular, to the choices of the Instruction Set Architecture and to the memory hierarchy of modern systems.","Language en    • Complex digital systems in VHDL.• Basic comp... fr                                                  NaN Name: Contenu, dtype: object","Language en    Computer Architecture, Basic Processor Archite... fr                                                  NaN Name: Mot-clef, dtype: object"
1129,ENV-546,Geocomputation,Analysis of geo-referenced information requires the use of sophisticated processing methods. This course illustrates the implementation of algorithms able to relate the location of an object with his other attributes in a context of high performance computing.,"The purpose of the course of lectures and practicals in geocomputation is to provide an incentive for students to increase their knowledge of computer science to look at and solve complex spatial problems. Theoretical lectures will be given to provide a global background in geocomputation and to present the different computational approaches to be used during the practicals. Main topics addressed will be the study of the cumulative function M, the parallel processing of numerous association models (logistic and geographically weighted regression), street network analysis in urban areas. We will use datasets related to different thematics like biodiversity assessment, urban health data, or the measure of the concentration of retail and industrial activities in urban areas. These different datasets will be analyzed in the context of an introduction to high performance computing.","geocomputation, processing, HPC, cluster, logistic regression, network analysis, postgres, postgis, QGIS, Matlab, SQL, Torque, Linux"
1130,CIVIL-454,Transport and Telematic,Basics of road telematics. Traffic simulation and modelling. Traffic management and traffic information. Navigation and communication technologies. Development of intelligent transportation systems: connected vehicles and autonomous driving.,"   Domain of activity of transport telematics (characteristics and components, systems management, potential, issues and needs).  Services and systems of transport telematics (general architecture, lanes' control, commuting management, public transports, automatic traffic information systems, driver's assistance system, fleet management). Telematics systems architecture, data management. Study and implementation of services and systems (case studies, main working phases, evaluation criteria).  Models and tools for evaluation of transport systems (models contribution, planning models, dynamic simulation models of supply and demand).    Basic elements of transport-oriented technologies (data collection, communication systems, localisation and navigation systems).        Applications using microsimulation software. Case study   ","telematics, transportation systems, traffic modeling"
1131,COM-102,"Advanced information, computation, communication II","Text, sound, and images are examples of information sources stored in our computers and/or communicated over the Internet. How do we measure, compress, and protect the informatin they contain?","Language en    I. How to measure information. Source and prob... fr                                                  NaN Name: Contenu, dtype: object","Language en    Shannon's entropy\nLinear codes\nReed-Solomon ... fr                                                  NaN Name: Mot-clef, dtype: object"
1132,MATH-471,Quantitative risk management,"Students understand and apply the main statistical tools used to model financial risk. They study important volatility and credit risk models, elements of extreme-value theory, copula and aggregate risk measures. They solve problems using Matlab."," Basics of risk management (the Basel Accords) Standard statistical methods Multivariate risk factor models Modelling of dependence ((rank) correlation, copulas) Modelling of extreme events: basic EVT Dynamic EVT models Aggregate risk and diversification Specific applications (operational and credit risk management) Theoretical and applied problems with Matlab. ","Risk management, extreme values, copula, volatility, credit risk, diversification, operational risk"
1133,ME-303,Microinformatique (pour GM),"Understand Microcontrollers and learn to use them, especially for mechanical systems.","Language en                                                  NaN fr    Electronique et systèmes logiques : Rappels  d... Name: Contenu, dtype: object","Language en                                                  NaN fr    Microcontrôleur, microprocesseur, systèmes log... Name: Mot-clef, dtype: object"
1134,ME-476,Particle-based methods,This course provides an introduction to particle-based methods for the numerical resolution of partial differential equations describing continuum phenomena or for the simulation of particulate flows. Details are given for Smoothed Particle Hydrodynamics (SPH) and the Discrete Element Method (DEM).,"Particle-based computational methods are being increasingly employed for solving a variety of problems in engineering and applied science. While such Lagrangian methods can yield significant advantages compared to traditional mesh-based methods, their accurate and efficient implementation also provides a number of challenges. This course presents the fundamental aspects of two methods:  Smoothed Particle Hydrodynamics (SPH)  is used to resolve partial differential equations, generally for convection-dominated fluid flows, and is based on the interpolation of field quantities around discrete points that are free to move in space. Discrete Element Method (DEM)  is used for simulating granular and particulate flows and tracks particle motions and detects and models collisions between particles and with their environment.  The course provides an introduction to these two methods and their domains of application (e.g. fluid and solid mechanics, computer graphics). The theoretical basis of each method, including specific aspects such as parallelization and visualization, is presented in introductory lectures. Following a literature search and private study, students give oral presentations on more advanced aspects. Exercises using open-source software and a mini-project provide practical experience in the application of these methods. Illustrations of the use of particle-based methods is also provided by researchers from industry.","Numerical simulation, Fluid and granular flow, Smoothed particle hydrodynamics, Discrete element method"
1135,MSE-300,Theory of materials : from structures to properties ,"Macroscopic properties of solids are addressed using symmetry arguments, tensors, thermodynamics, and simple phenomenological models. ","1. The tools of phenomenological descriptions: symmetry, tensors, and thermodynamics2. Description of static equilibrium properties:dielectric response,elasticity,piezoelectricity, pyroelectricity and thermal dilatation3. Description of dynamic equilibrium properties and transport properties: dielectric relaxation, sound propagation, electrical conductivity, heart conductivity, and thermoelectric phenomena4. Light propagation in anisotropic materials 5. Landau theory of structural phase transitions ","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1136,MATH-501,L-functions and random matrices,"This year, the course will discuss the analytic theory of L-functions. These objects of analytic nature (the epitome is Riemann's zeta function) encode deep arithmetic properties of number theoretic objects. We will discuss various modern methods to study them either individually or in families.","I. Examples and basic properties. II. Weil's explicit formula, zero free regions and prime number type theorems. III. The distribution of zeros of L-functions: the Katz-Sarnak philosophy. IV. L-functions inside the critical strip - zero density estimates - The mollification method - the resonnance method. - the amplification method.","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1137,AR-434,The preservation project: theories and techniques,Construction within existing buildings is nothing new. What gives it contemporary relevance is the type of theoretical and practical questions we have to pose concerning the architectural object and the close-range examination of building fabric that is involved.,"The course has two aims. To begin with, it will trace the evolution of the constructional systems characteristic of 20th-century architecture, dealing with key notions such as new materials, industrialisation of the building sector and how it transformed the process of building, and the artificial control of building services and comfort. This multidisciplinary knowledge calls for both historical research and detailed consideration of materials technology and construction practice as well as economic and environmental aspects. Critical-historical research and material analysis, based on the specific constructional identity of 20th-century architecture, demand ad hoc preservation strategies, developed using specific skills and with a firm grounding in theoretical discourse. Creating design tools - for both theory and practice - that take account of the particular issues surrounding modern heritage conservation is the second major objective of the course. By examining events that had particular importance in shaping the discipline, the theoretical basis for design within existing structures - for monumental architecture and ordinary buildings alike - can be tackled while also addressing operational issues and techniques for conservation-restoration. Throughout the semester students will consider the ideas that evolved during the 19th and 20th centuries that make up the history of preservation theory. This is not simply a matter of deepening one's appreciation of the fundamentals of the discipline but also of stimulating a critical and consistent approach among students in their work to existing buildings.","Material history of buildings, theories of conservation, conservation practice, modern architecture, preservation, restoration, renovation.  "
1138,BIOENG-447,Chemical biology - tools and methods,"Chemical biology is a key discipline in biomedical research for drug discovery, synthetic biology and protein functional annotation. We will give a broad perspective of the field ranging from seminal classical experiments to state-of-the-art approaches to dissect and perturb biological systems.",What is Chemical Biology?Protein biochemistry and biophysics in chemical biologyBlock 1: Small molecules & Proteins:  Bio-orthogonal conjugation chemistries Chemical probes and tool compounds Target discovery and validation Activity based protein profiling and chemoproteomics Bioinformatics resources to aid chemical biology Protein post-translational modifications and methodologies Drug discovery Protein engineering and in vitro evolution Protein chemical ligation Design of biological sensors  Block 2: Chemical Biology in cells:  Phenotypic assays Chemical genetics In situ visualization (labeling and fluorescent sensors/probes) Cellular uptake mechanisms  Block 3: Chemical Biology in animal models  Genetic loss of function vs chemical perturbation Chemical probes applied in tissues and living organisms In vivo visualization of biological activities Crossing the blood-brain barrier to engage targets in the brain   ,"Chemical biology, drug discovery, high throughput screening, fluorescence microscopy, imaging, protein biochemistry, protein biophysics, post-translational modifications, cancer, biotechnology, and scientific writing."
1139,PHYS-459,Metrology II,"This course is a practical introduction to classical measurement techniques in a laboratory. The aim is to familiarise the students with data acquisition, sensors, signal processing, vacuum technology, automatic control. Some experiments of materials science are chosen as examples.","I Electrical circuits, Bode diagrams, filters II Transducers and sensors (Force, displacement, temperature) III Thermal sensors and regulators  ","Language en    electrical circuits, sensors, automatic contro... fr                                                  NaN Name: Mot-clef, dtype: object"
1140,BIO-221,Developmental Biology,Ce cours décrits les étapes précoces du développement des Vertébrés. Les principes gouvernant le développement sont exposés grâces à quelques exemples illustratifs.  ,Experimental models and techniques used in developmental biology. Guiding principles of  embryogenesis and organogenesis. Study of the principal signaling pathways of embryogenesis and organogenesis. Bases of  tissues and organs development.,"Language fr    NaN en    NaN Name: Mot-clef, dtype: object"
1141,AR-152,Elements of urban and territorial analysis II,"This course in the continuation of the course Elements of urban and territorial analysis I. The focus will be on the shapes, uses and significances of public spaces as essential elements of a city.",See AR-151 Elements of urban and territorial analysis  I.,"Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1142,MSE-450,Electron microscopy: advanced methods,"With this course, the student will learn advanced methods in transmission electron microscopy, especially what is the electron optical setup involved in the acquisition, and how to interpret the data. After the course, students will be able to understand and assess TEM encountered in papers. "," Electron imaging and diffraction contrasts Phase contrast Scanning TEM  EDS-, EEL-spectroscopy in TEM.  Exercises and demonstrations concerning these themes.","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1143,CS-420,Advanced compiler construction,Students learn several implementation techniques for modern functional and object-oriented programming languages. They put some of them into practice by developing key parts of a compiler and run time system for a simple functional programming language.,"Part 1: implementation of high-level concepts   functional languages: closures, continuations, tail call elimination, object-oriented languages: object layout, method dispatch, membership test.  Part 2: optimizations   compiler intermediate representations (RTL, SSA, CPS),  inlining and simple optimizations,  register allocation, instruction scheduling.  Part 3: run time support   interpreters and virtual machines, memory management (including garbage collection). ","compilation, programming languages, functional programming languages, object-oriented programming languages, code optimization, register allocation, garbage collection, virtual machines, interpreters, Scala.  "
1144,HUM-403(b),Experimental cognitive psychology II,"The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on human functioning. This course aims at teaching students basic skills and requirements to perform, understand and comprehend such studies. ",See the full description of the course in the Introduction to project of the fall semester (HUM-403a).,"Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1145,PHYS-309,Solid state physics I,"This lecture gives an introduction to Solid State Physics, namely to their crystal and electronic structure, their magnetic properties, as well as to their thermal and electric conductance. The level is that of Ashcroft & Mermin. The lecture is conceived for Physics Students in their 3rd year.","The Drude model of metals: DC electrical conductivity, Hall effect, AC electrical conductivity, thermal conductivity.The Fermi free electron gas: ground-state and thermal properties of the free electron gas, Pauli paramagnetism, Sommerfelf theory of conduction in metals.Lattice dynamics: normal modes of a monoatomic Bravais lattice in 1 and 3 dimensions, 3-dimensional lattice with a basis, quantification of elastic waves, neutron scattering by a crystal.Thermal properties in relation with phonon: specific heat of the lattice, models of Debye and Einstein, anharmonic effects.The lecture is accompanied by an introduction to crystallography in real and reciprocal space, and we introduce Fermi-Dirac and Bose-Einstein statistics. The first subject is treated in much more detail in a specialized lecture which, we highly recommend. The second is treated in the second semester of the lecture on statistical Physics.","Language fr    NaN en    NaN Name: Mot-clef, dtype: object"
1146,AR-301(c),Studio BA5 (Ortelli L.),"The studio addresses the topic of collective housing as a defining urban element. The aim is to design a residential complex with an event room, from the urban plan to the construction detail in the town of Edinburgh.","The studio focuses on European cities where exemplary collective housing experiences took place since the 1920s. It specifically analyses the role of housing in urban construction. The Berlin and Frankfurt Siedlungen, the large blocks in Hamburg or Amsterdam, the residential buildings of Stockholm’s or Copenhagen’s classicism, and the Wienerhöfe are both case studies and references. The design proposal is located every year in one of these cities, acting as an opportunity to get to know its urban structure and character. It will also address how collective housing can contribute to defining urban identity. This thematic will be constantly discussed from a functional and strictly architectural point of view.    ","Housing, urban design, modern movement, Wienerhöfe."
1147,EE-586,Introduction to planetary sciences,"This course will contain an overview of planets, comets and asteroids. We will also present materials and results obtained by robotic spacecraft and how this data changed our understanding of the Solar System. Students will have hands on exercise with the data. We will discuss current missions. ","Introduction. This course introduces students into exciting world of planetary science. Students will learn about history of planetary exploration, study planetary processes and obtain some practical skills in data processing and analysis. Course will discuss latest discoveries in the field. History Exploration of the Solar system began in 1957 with the launch of the first satellite. Since then, almost all planets have been imaged or visited by fly-by missions, orbiters or landers. Course will present the most important findings by the mission. Planetary processes Planetary science reviews all components of a planet: internal structure, surface processes and atmospheres. We will discuss internal structures of terrestrial planets and gaseous giants. Surface properties will include discussion of tectonics, volcanic eruptions and planetary ices. We will also discuss comets and asteroids. Students will benefit from an overview of many disciplines. Particular attention will be given to engineering aspects that are derived from our knowledge of the planets. Practice Practical exercises will include review of papers, problem solving and data processing and analysis.","Language en    planets, Solar System, universe, life, exoplan... fr                                                  NaN Name: Mot-clef, dtype: object"
1148,HUM-266,Religions : socio-cultural perspectives A,"We eat what we like, what we find, but (as well) as we believe. This class aims at evaluating the impact of beliefs on the food habits: religion and spirituality, but also other forms of believing: Veganism, 100-mile diet, Orthorexia, âterroirâ, etc. ","Heroes What is a hero? Has there always been heroes around? When and how do we choose them? Who do they serve? What is the essence of a hero? We will deal with the construction of heroes in Antiquity (founding hero, anti-hero) as well as with our own heroes.","Hero, History, politics, Antiquity, representations"
1149,HUM-363,Contemporary Japan B,"This course in 'Identity, Cultures and Diversity' is an introduction to Japan's culture. It gives keys of understanding to facilitate student's future professional stay in this archipelago. It explains the specificities of Japanese identity embedded in tradition and innovation.","Japan: anthropology of urban worlds   The course works as an introduction to methodological concepts used in urban anthropology, it makes use of the idea of worlds developed by the sociologist Howard Becker to define a network of people. Together they produce a meaningful community and share a lived imaginary. Using a large meaning of the word, it helps us understanding contemporary Japan. The goal of the course is to get familiar with certain aspects of the towns as they are lived.   In order to give students the necessary tools to understand other urban environments, the course develop an historical and a sociological approach to Japanese cities. For that, a great amount of visual documents will be used; it can be woodblock prints, photographs, films and documentaries, manga, etc.   Based on different case studies, students develop a better understanding of Japanese urban life and the social changes that occurred. During the semester we will get familiar with the development of certain sub-cultures that bloom in the cities.   The course is divided into two parts: the first is an introductory one, that helps understand the city life of Tokyo, its historical background and its social context. In the second, students have to present a case study with the support of the professor.  ","Japan, social anthropology, urbanity, shared imaginaries, visual, creation of nation state, popular cultures, public-private"
1150,MGT-433,Environmental policy,The course will allow students to become familiar with interactions between environmental and socio-economic systems. Group work on real case studies will teach students to analyze problems in a structured way and to manage relevant opportunities and challenges.,"Language en    \nIntroduction à des systèmes environnementaux... fr                                                  NaN Name: Contenu, dtype: object","Language en    Environment, Public Policies, Case Study, Prob... fr                                                  NaN Name: Mot-clef, dtype: object"
1151,ME-430,Mechanics of composites,"Students will learn how to compute elastic, thermal, and other properties of composites as a function of materials and geometry; understand damage modes and strength limits for various classes of composites (polymers, metals, ceramics reinforced with particles or fibers).","The course will consist of a systematic development of the mechanical  models for predicting, or interpreting experimental results on, the  mechanical properties of composites, including homogenized continuum  response, damage mechanisms, strength/toughness, across the full  spectrum of materials and geometries of current and future composite  materials.  Introduction on the scope of composite materials and applications Inclusions in a matrix: the Eshelby problem  Multiple inclusions, effective material properties, and homogenization concepts  Multiphase systems, anisotropic materials, plastic response, polycrystals and hierarchical systems  Review of Fracture Mechanics concepts  Damage Mechanisms in particulate composites  Damage mechanisms in fiber-reinforced composites (polymer, metal, ceramic matrices) Long vs. short fiber composites and predictive strength models Mechanics of matrix cracking Polycrystalline ceramics as composites Damage-tolerant Design concepts Damage mechanics approaches to failure Biological and Nano composites ","Composites, Mechanical Behavior, Homogenization, Strength, Failure"
1152,PHYS-106(d),General physics II,"Give the student the basic notions that will allow him or her to have a better understanding of physical phenomena, such as the mechanic of point masses. Acquire the capacity to analyse quantitatively the consequences of these effects with appropriate theoretical tools.","The course may contain, but not exclusively, the following elements : Mechanics Dynamics of a system of point masses and solides Center of mass, angular momentum, energy, rigid body, gyroscopic effects. Change of reference frame Galiliean invariance, dynamics in non-inertial reference frames. Special relativity Lorentz transformations, relativistic momentum and energy. Supplementary material Analytical mechanics Thermodynamics Equilibrium Pressure, temperature, internal energy. Energy exchanges Work and heat. First principle. Entropy Second principle. Cycles,(Carnot). Efficiency. Supplementary material according to sections Thermodynamic potentials, statistical interpretation of the 2nd principle, irreversible processes, heat conduction, bodily diffusion, phase transitions.","Rigid body, relativity, energy, entropy"
1153,MGT-401,Strategic marketing & technology commercialization,"This course teaches students the power of marketing strategy in helping business organizations successfully commercialize technological innovations. Students will learn how to understand, create, deliver and manage customer value through goods and services, with a focus on technology.","Welcome to the wonderful world of marketing! Understanding your market But who is my customer? Making the right strategic choices It is all about the brand New products, new services Communication: tell them! But is it worth its price? Distribution: Bring it to the people Even the best marketing plan needs to be implemented Group case presentations Looking back and looking forward Wrap up and rehearsal / case study Meeting the real world: guest speaker presentation    ","Marketing, marketing strategy, strategic innovation, technology commercialization, new product development, distribution, sales management"
1154,PHYS-420,Solid State Physics IV,"Solid State Physics IV provides a materials and experimental technique oriented introduction to electronic and magnetic properties of strongly correlated electron systems. Established knowledge is complemented by current research trends, aiming to prepare the students for independent research.","1. Scattering methods- Neutron scattering- Resonant X-ray scattering- Angular resolved photoemission2. Bulk methods- Transport, specific heat and susceptibility3. Strongly correlated electron materials- Transition metal oxides- Cuprates: high-temperature superconductivity- manganites: colossal magnetoresistance4. Quantum magnets- Low-dimensional magnetism- Rare-earth magnetism- Quantum phase transitions","Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1155,MGT-431,Information : strategy & economics,"The course is an introduction to information economics and its strategic ramifications. The main objectives are to use economic theory to understand strategic interactions in the presence of uncertainty, estimate the value of information, and analyze competitive strategy in an information economy.",Readings and cases are used to discuss the following topics:1.	Competition and Market Power2.	Product Differentiation3.	Pricing Methods4.	Externalities and System Effects5.	Moral Hazard and Incentives6.	Markets and Intermediaries7.	Imperfect Competition: Search Markets8.	Auctions and Bargaining9.	Prediction Markets10.	Special Topics,"Asymmetric information, market imperfections, mechanism design"
1156,HUM-417(b),"Philosophy, epistemology and history of science II","The course considers central themes in the philosophy of science, such as scientific realism and the ontology of physics. Starting from the debate between Leibniz and Newton about space and time, we move on to the transition from classical to quantum physics and the explanatory role of mathematics.",  See the full description of the course in the Introduction to project (HUM-417 a) of the fall semester.,"Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1157,ME-462,Cavitation and interface phenomena,"Introduction, basic concepts; cavitation bubble collapse; dynamique des cavits; cavitation in vorticalstructures; industrial applications.","INTRODUCTION, BASIC CONCEPTS:- Definitions, history, effects and types of cavitation- Liquid-Vapor transition, tensile strength- Static equilibrium of a nuclei, role of surface tensionCAVITATION BUBBLE COLLAPSE:- Dynamics of an isolated bubble : Rayleigh-Plesset equation- Micro-jetting, shock waves, sonoluminescence- Bubble collapse in the vicinity of a solid wall- Bubble collapse in the vicinity of a plane free surface- Bubble collapse within confined volumes (jets and drops)- Effect of acceleration field (i.e. : gravity)- Cavitation erosion mechanism- Thermodynamic effectsDYNAMIQUE DES CAVITS ATTACHÉES :- Onset and stability of attached cavitation- Mechanism of transient cavities shedding- Role of the boundary layer (roughness) and pressure gradient- Cavitation aggressiveness- Scale effectsCAVITATION IN VORTICALSTRUCTURES :- Tip vortex cavitation, nuclei and Reynolds effects- Cavitation in von Karman vorticesINDUSTRIAL APPLICATIONS:- Cavitation in hydraulic machines- Model testing of cavitation in hydraulic machines- Techniques for Cavitation monitoring","Cavitation, bubble collapse, cavitation erosion, luminescence"
1158,CH-405,Methodology in instrumental chromatography,See content below please,"1. Introduction Practical aspects about the course / Why chromatography ? / Reminders in chromatography / First choices / How to interpret chromatograms ? / GC or LC ? / How to treat an unknown sample ? 2. GC choices applied to: Injection techniques / Columns / Detection techniques  / Sample preparation techniques, automated and manual: Thermal desorption, Headspace, SPME, P&T and others / Mistakes to avoid in GC & GC troubleshooting 3. LC choices applied to: Injection techniques / Columns / Detection techniques / Sample preparation techniques / LC troubleshooting 4. Other chromatography/related techniques SFC, CE, TLC / Combined techniques / Useful tips and tricks / Conclusions",GC  HPLC Chromatography Headspace Thermal desorption GC/MS Injection Detection
1159,EE-537,Modeling of emerging electron devices,"The course aims at modelling the most relevant semiconductor devices that will be used in nanoelectronics, such as multigates and junction-less transistors.  Starting from the basis, we will focus on various analytical approaches in order to explain in detail how these devices work. ", Introduction.  Basics of MOSFETs  Alternative modeling of MOSFETs  Modelling the Double Gate FET  Charge based Modelling of the DG FET  Quantum Confinement in DG FET  The Gate All Around nanowire FET  Concepts of Equivalent Parameters in MUGFET  Charge based modelling of the Junction Less FET: double gate and nanowire  Concept of Ballistic Transport in nanoscaled transistors  Is the ballistic FET a vacuum tube ?  The contact resistance in nano devices  A simple picture of transport in ‘molecules’   ,"Language en    NaN fr    NaN Name: Mot-clef, dtype: object"
1160,PHYS-316,Statistical physics II,Introduction to the theory of phase transitions and of critical phenomena ,"1. Quantum perfect gases- Equation of state. High temperature and low density limit- Fermions at low temperature : Sommerfeld expansion- Bosons at low temperature : Bose-Einstein condensation- Phonons and photons2. Fluctuations and correlations- Review of probability theory :  moments, cumulants, central limit theorem- Energy fluctuations and specific heat- Particle number fluctuations and isothermal compressibility3. Static properties of liquids- Radial distribution- Kirkwood, Percus-Yevick and Ornstein-Zernicke equations- Hard spheres : Percus-Yevick theory- Debye-Hückel theory of charged fluids4. Elements of ergodic theory- Ergodic principle- Integrable systems and chaos","Language fr    NaN en    NaN Name: Mot-clef, dtype: object"
1161,CIVIL-455,Infrastructure maintenance management,The transportation network infrastructure manager evaluates functional and structural conditions of the road or of the railway. He estimates evolution under loads effect and develops maintenance strategies.,"1. Goals and objectives  transport infrastructure and      their components assessment, interactions      under rolling loads effects maintenance scenarios      development road and railway      superstructure, components, and behavior under load; structural and      functional design technical and economical      optimization for the long term   2. Methods for infrastructure maintenance management   maintenance and renewal      policies (tolerances) traditional and current      management process optimization methodology works typology, tools for      maintenance  3. Inspection and diagnostic  data collection methods for infrastructure      state diagnostics and forecasts functional and structural      conditions road and track structure.              4. Decision support systems for maintenance planning (heuristic approaches with expert systems, algorithms)  database design infrastructures evolution      patterns budget scenarios « what if »      simulations  5. Maintenance works programming, execution and audit (optimization of resources allocation)  optimization of resources      allocation maintenance and renewal works      planning  6. Infrastructure large projects presentations  French railway network audit      (RFF-SNCF) UPlaNS project (OFROU) ","  Rail network, road system, maintenance, strategies, planning, management "
1162,ME-455,Thermal turbomachines,"The student acquires an insight to thermal turbomachinery, the different types of engines in this field (i.e. turbochargers, aeroengines, steam and gas turbines), becomes acquainted with the basic tools for the design and analyses and learns about the directions of future development in the domain.","1. Types of turbine stages, degree of reaction, efficiency, multistage turbines2. Types of compressor stages, degree of reaction, efficiency, multistage axial compressors, radial compressors3. Non-dimensional characteristic terms for turbomachines, definitions, typical values4. Flow through blade rows of blades, forces on blades, flow deviation and losses past turbine blades5. Performance characteristics of turbines and of compressors, operation of a compressor with receiver, regulation6. Similarity methods applied to the operating regimes of turbomachines7. Calculation methods applied to flow through cascades8. Three-dimensional flow in turbomachinery, radial equilibrium, design of blades for three-dimensional flow9. Transonic flows in turbomachinery10. Vibrations in turbomachinery (i.e. blade flutter)","Conversion of energy, axial and radial turbomachinery, internal flow, flow regimes"
1163,COM-500,Statistical signal and data processing through applications,"Building up on the basic concepts of sampling, filtering and Fourier transforms, we address spectral analysis, estimation and prediction, classification, and adaptive filtering, with an application oriented approach.","1. Fundamentals of Statistical Signal Processing : Signals and systems from the deterministic and stochastic point of view. 2. Models, Methods, and algorithms :Parametric and non-parametric signal models (wide sense stationary, Gaussian, Markovian, auto regressive and white noise signals); Linear prediction and estimation (orthogonality principale and Wiener filter); Maximum likehood estimation and Bayesian a priori. 3. Statistical Signal Processing Tools for Spread Spectrum wireless transmission :Coding and decoding of information using position of pulses (annihilating filter approach); Avoiding interference with GPS(spectral mask and periodogram estimation); Spectrum estimation for classical radio transmissions (estimating frequencies of a harmonic signal). 4. Statistical Signal Processing Tools for the Analysis of Neurobiological Signals :Identification of spikes (correlation-bases methods); Characterization of multiple state neurons (Markovian models and maximum likelihood estimation); Classifying firing rates of neuron (Mixture models and the EM algorithm); Principal Component Analysis. 5. Statistical Signal Processing Tools for Echo cancellation :Adaptive filtering (least mean squares and recursive least squares).","Statistical tools, spectral analysis, prediction, estimation, annihilating filter, mixture models, principal component analysis, stochastic processes, adaptive filtering, mathematical computing language (Matlab or similar)."
1164,PHYS-455,Medical radiation physics ,"This course covers the physical principles underlying medical imaging using ionizing radiation (radiography, fluoroscopy, CT, SPECT, PET).  The focus is not only on risk and dose to the patient and staff, but also on an objective description of the image quality.","Physics of radiography  X-ray production, Radiation-patient interaction, Image detection and display Physics of fluoroscopy Image detection, radiation protection of the staff and of the patient Physics of computer   tomography (CT) Principle, advantages and limitations of the technique Physics of single-photon   emission computed tomography (SPECT) Principle, advantages and limitations of the technique Physics of positron emission   tomography (PET) Principle, advantages and limitations of the technique Physics of magnetic resonance imaging (MRI) Principle of the main acquisition sequences, differences with CT Dose to the patient  External irradiation, Internal contamination, compartmental models Risk and radiation   Rational risk and state of our knowledge, Psychological aspects, Ethics and communication Image quality  Fryback’s taxonomy and physical measurement Human vision and its effect in radiation diagnostic Anatomy of the eye, How we look at an image, Visual illusion in medical imaging    Receiver operating   characteristics (ROC) Sensitivity and specificity, Detection experiments, Meaning of a ROC curve, Communication Model observers Objective image quality, Ideal model observers, Anthropomorphic model observers, Link with human vision","medical imaging, medical radiation"
1165,MSE-474,Materials selection,"Propose suitable materials, design, and production routes depending on different performance criteria using a computer based software approach. The course is based on Prof. Mike Ashby's well known Ashby plots comparing different material properties (mechanical, thermal, chemical, etc.).","General introduction and presentation of the methodologyDesign and manufacturing of new materials and material combinations with desired attributesIllustration of the approach based on practical case studies; the examples range from structural & functional bulk materials,  thin & thick film coatings, and composites down to complex systems like music instrumentsExercises","Materials evaluation, production processes evaluation, economical and ecological considerations case studies"
