|SubjectID|CourseTitleEN|CourseCode|Summary_EN|AcademicYear|
|  824162218 | Integrated mechanical design                                                                            | ME-418       | The course objectives include the in-depth application of a scientific approach to design, the practice of a multi-disciplinary process, the practice of systems integration and the learning of typical values of design parameters.                                                                                                                                             | 2016-2017    |
|  228382913 | Integrated mechanical design                                                                            | ME-418       | The course objectives include the in-depth application of a scientific approach to design, the practice of a multi-disciplinary process, the practice of systems integration and the learning of typical values of design parameters.                                                                                                                                             | 2016-2017    |
|  228390459 | NULL                                                                                                    | ME-419       | Dynamic behavior &amp; performances of material and information flows, from demand to supply in a manufacturing enterprises. Main concept, methods &amp; tools for demand management, production planning &amp; control and inventory management.                                                                                                                          | 2016-2017    |
|    1774067 | NULL                                                                                                    | ME-421       | Some methods are studied for identification of discrete-time linear models using experimental data. The correlation method and spectral analysis are used to identify nonparametric models and the prediction error method to estimate the plant and noise model parameters. Hands-on labs are included.                                                                                        | 2016-2017    |
|  228384311 | NULL                                                                                                    | ME-421       | Some methods are studied for identification of discrete-time linear models using experimental data. The correlation method and spectral analysis are used to identify nonparametric models and the prediction error method to estimate the plant and noise model parameters. Hands-on labs are included.                                                                                        | 2016-2017    |
| 1670080322 | NULL                                                                                                    | ME-421       | Some methods are studied for identification of discrete-time linear models using experimental data. The correlation method and spectral analysis are used to identify nonparametric models and the prediction error method to estimate the plant and noise model parameters. Hands-on labs are included.                                                                                        | 2016-2017    |
|  228393085 | Mecatronics                                                                                             | ME-424       | Mechatronics, System dynamics, System control, Electronics, Real time computing.                                                                                                                                                                                                                                                                                    | 2016-2017    |
|  824168597 | NULL                                                                                                    | ME-425       | Provide an introduction to the theory and practice of Model Predictive Control (MPC). Main benefits of MPC: flexible specification of time-domain objectives, performance optimization of highly complex multivariable systems and ability to explicitly enforce constraints on system behavior.                                                                                         | 2016-2017    |
| 1657739114 | NULL                                                                                                    | ME-430       | Students will learn how to compute elastic, thermal, and other properties of composites as a function of materials and geometry; understand damage modes and strength limits for various classes of composites (polymers, metals, ceramics reinforced with particles or fibers).                                                                                    | 2016-2017    |
|    1774657 | NULL                                                                                                    | ME-432       | The student acquires the notions of damage and fracture in different materials; the basis of energy release rate and stress intensity factor; fracture criteria; weight functions for crack opening displacements; J integral and non-linear fracture; fatigue crack propagation.                                                                                                               | 2016-2017    |
|  788997256 | Aeroelasticity and fluid-structure interaction                                                          | ME-435       | Static and dynamic response of coupled fluid-structure systems as a result of extraneously-induced excitation, motion-induced excitation, and fluid-instability-induced excitation.                                                                                                                                                                                               | 2016-2017    |
|    1773412 | Acoustic Hydrodynamic                                                                                   | ME-443       | Introduction to propagation phenomena in hydraulic systems, water hammer calculation, transient behavior of hydroelectric power plants, numerical simulations of the dynamic behavior of Francis, Pelton and Kaplan turbines, stability study of hydraulic systems                                                                                           | 2016-2017    |
|  228384077 | Acoustic Hydrodynamic                                                                                   | ME-443       | Introduction to propagation phenomena in hydraulic systems, water hammer calculation, transient behavior of hydroelectric power plants, numerical simulations of the dynamic behavior of Francis, Pelton and Kaplan turbines, stability study of hydraulic systems                                                                                           | 2016-2017    |
|    1774037 | NULL                                                                                                    | ME-444       | Nondimensionalized Navier-Stokes equations result in a great variety of models (Stokes, Lubrification, Euler, Potential) depending on the Reynolds number. The concept of boundary layer enables us then to identify the different components of the hydrodynamic drag.                                                                                                    | 2016-2017    |
|  249321531 | NULL                                                                                                    | ME-444       | Nondimensionalized Navier-Stokes equations result in a great variety of models (Stokes, Lubrification, Euler, Potential) depending on the Reynolds number. The concept of boundary layer enables us then to identify the different components of the hydrodynamic drag.                                                                                                    | 2016-2017    |
|    1772075 | NULL                                                                                                    | ME-445       | This course will provide the fluid dynamic background to understand how air flows around two- and three-dimensional wings and bodies and to understand the aerodynamics forces and moments acting on the objects as a result of the air flow.                                                                                                                                                   | 2016-2017    |
|    1773402 | NULL                                                                                                    | ME-446       | This course covers the theoretical and practical analysis of two-phase flow and applications. Fundamental two-phase heat transfer in the form of condensation and boiling are studied in detail. Advanced topics such as microchannel two-phase flow, microfinned tubes and oil effects are also handled.                                                                                | 2016-2017    |
|   72259536 | Project in Energy                                                                                       | ME-450       | The student applies the skills acquired in the Energy Minor to an academic or industrial projects.                                                                                                                                                                                                                                                                                              | 2016-2017    |
|  228377622 | NULL                                                                                                    | ME-451       | Methods for the rational use and conversion of energy in industrial processes : how to analyse the energy usage, calculate the heat recovery by pinch analysis, define heat exchanger network, integrate heat pumps and cogeneration units and realise exergy analysis of energy conversion systems.                                                                       | 2016-2017    |
|    1777127 | NULL                                                                                                    | ME-453       | Master lecture on Hydraulic Turbomachines: impulse and reaction turbines,pumps and pump-turbines.                                                                                                                                                                                                                                                                                        | 2016-2017    |
|    1775027 | NULL                                                                                                    | ME-454       | The goal of the lecture is to present and apply techniques for the modelling and the thermo-economic optimisation of industrial process and energy systems. The lecture covers the problem statement, the solving methods for the simulation and the single and multi-objective optimisation problems.                                                                                   | 2016-2017    |
|  228388554 | NULL                                                                                                    | ME-454       | The goal of the lecture is to present and apply techniques for the modelling and the thermo-economic optimisation of industrial process and energy systems. The lecture covers the problem statement, the solving methods for the simulation and the single and multi-objective optimisation problems.                                                                                   | 2016-2017    |
|    1777132 | Thermal turbomachines                                                                                   | ME-455       | The student acquires an insight to thermal turbomachinery, the different types of engines in this field (i.e. turbochargers, aeroengines, steam and gas turbines), becomes acquainted with the basic tools for the design and analyses and learns about the directions of future development in the domain.                                                         | 2016-2017    |
|  228389155 | NULL                                                                                                    | ME-459       | This lecture aims at studying Energy (economics and environment: general knowledge), thermal power plant cycles and equipment, nuclear power plants and heat pumping technologies.                                                                                                                                                                                                | 2016-2017    |
| 1801021900 | NULL                                                                                                    | ME-459       | This lecture aims at studying Energy (economics and environment: general knowledge), thermal power plant cycles and equipment, nuclear power plants and heat pumping technologies.                                                                                                                                                                                                | 2016-2017    |
|  228390629 | NULL                                                                                                    | ME-460       | The students assess and compare all renewable energy resources, their real potentials, their limitations and their best applications (energy services). Solar thermal, solar electric, wood, bioliquids, biogas, hydropower incl. tidal and wave power, wind, geothermal incl. heat pumps and buildings.                         | 2016-2017    |
|    1772335 | Cavitation and interface phenomena                                                                      | ME-462       | Introduction, basic concepts; cavitation bubble collapse; dynamique des cavits; cavitation in vorticalstructures; industrial applications.                                                                                                                                                                                                                                               | 2016-2017    |
| 1771709538 | NULL                                                                                                    | ME-464       | This course is intended to understand the engineering design of nuclear power plants using the basic principles of reactor physics, fluid flow and heat transfer.This course includes the following: Reactor designs, Thermal analysis of nuclear fuel,  Nuclear safety and Reactor dynamics                                                                              | 2016-2017    |
| 1771707376 | NULL                                                                                                    | ME-465       | The course will deepen the fundamentals of heat transfer. Particular focus will be put on convective and radiative heat transfer, and computational approaches to solve complex, coupled heat transfer problems.                                                                                                                                                                  | 2016-2017    |
| 1887888382 | NULL                                                                                                    | ME-466       | This course focuses on the physical mechanisms at the origin of the transition of a flow from laminar to turbulent using the hydrodynamic instability theory.                                                                                                                                                                                                                                   | 2016-2017    |
| 1887888435 | NULL                                                                                                    | ME-467       | This course provides an introduction to the physical phenomenon of turbulence, its probabilistic description and modeling approaches including RANS and LES. Students are equipped with the basic knowledge to tackle complex flow problems in science and engineering practice.                                                                                                         | 2016-2017    |
|    1774747 | Computational Solid and Structural Dynamics                                                             | ME-473       | The student gets acquainted with the most commonly used computational methods in structural dynamics (the finite element method, mode extraction methods, the finite difference method). He will also learn how to use these techniques for solving the problems faced in practice.                                                                                               | 2016-2017    |
|  824162953 | Computational Solid and Structural Dynamics                                                             | ME-473       | The student gets acquainted with the most commonly used computational methods in structural dynamics (the finite element method, mode extraction methods, the finite difference method). He will also learn how to use these techniques for solving the problems faced in practice.                                                                                               | 2016-2017    |
|    1775042 | NULL                                                                                                    | ME-474       | This course provides practical experience in the numerical simulation of fluid flows, comprising the three fundamental phases of pre-processing (geometry and mesh creation), computation (choice of physical models &amp; numerical methods), and post-processing (quantitative analysis and visualization).                                                              | 2016-2017    |
|  228388747 | NULL                                                                                                    | ME-474       | This course provides practical experience in the numerical simulation of fluid flows, comprising the three fundamental phases of pre-processing (geometry and mesh creation), computation (choice of physical models &amp; numerical methods), and post-processing (quantitative analysis and visualization).                                                              | 2016-2017    |
|    1776317 | NULL                                                                                                    | ME-475       | The objective of this course is to introduce to the student the basic computer-aided concepts, models, algorithms and methods for the kinematic and dynamic analysis of multi-body systems, specifically designed for mobility.                                                                                                                                            | 2016-2017    |
|  234126307 | NULL                                                                                                    | ME-476       | This course provides an introduction to particle-based methods for the numerical resolution of partial differential equations describing continuum phenomena or for the simulation of particulate flows. Details are given for Smoothed Particle Hydrodynamics (SPH) and the Discrete Element Method (DEM).                                                                                     | 2016-2017    |
|  132147064 | NULL                                                                                                    | ME-481       | This lecture will cover anatomy and physiology of the cardiovascular system, biophysics of the blood, cardiac mechanics, hemodynamics and biomechanics of the arterial system, microcirculation and biomechanics of the venous system.                                                                                                                              | 2016-2017    |
|    1772045 | NULL                                                                                                    | ME-482       | The basis for a mechanical description of the musculoskeletal system are presented. This description is based on the concepts of solid mechanics, physiology and anatomy of the musculoskeletal system. Concrete examples of the development of implants are also covered.                                                                                                               | 2016-2017    |
|  824161299 | NULL                                                                                                    | ME-482       | The basis for a mechanical description of the musculoskeletal system are presented. This description is based on the concepts of solid mechanics, physiology and anatomy of the musculoskeletal system. Concrete examples of the development of implants are also covered.                                                                                                               | 2016-2017    |
|  824169872 | NULL                                                                                                    | ME-484       | Students understand and apply numerical methods (FEM) to answer a research question in biomechanics. They know how to develop, verify and validate multi-physics and multi-scale numerical models. They can analyse and comment results in an oral presentation and a written report.                                                                                                    | 2016-2017    |
|  228381963 | NULL                                                                                                    | ME-499       | This course deals with the principal techniques and basic methodology of simulation model building and analysis. Some important notions such as discrete event simulation and agent-based simulation will be taught in the course.                                                                                                                                                              | 2016-2017    |
|  824167805 | NULL                                                                                                    | ME-516       | Provide the conceptual, scientific, technical and methodological understanding of measuring and evaluating the impact of engineering decisions on economic and environmental performance in the lifecycle of a product-system.                                                                                                                                                    | 2016-2017    |
|    1776622 | Nonlinear Control Systems                                                                               | ME-523       | Nonlinear systems are analyzed with a view towards controller design. Emphasis is put on Lyapunov stability and nonlinear geometric control methods (exact feedback linearization). Various examples illustrate the theory (pencil/paper &amp; computer simulations).                                                                                                                           | 2016-2017    |
|  228381203 | Nonlinear Control Systems                                                                               | ME-523       | Nonlinear systems are analyzed with a view towards controller design. Emphasis is put on Lyapunov stability and nonlinear geometric control methods (exact feedback linearization). Various examples illustrate the theory (pencil/paper &amp; computer simulations).                                                                                                                           | 2016-2017    |
| 1511074667 | NULL                                                                                                    | ME-524       | This course covers some theoretical and practical aspects of robust and adaptive control. Robust controller design with H-infinity performance, digital controller design with pole placement technique, direct, indirect and switching adaptive control are studied and implemented in a hands-on lab.                                                                    | 2016-2017    |
|  228378950 | NULL                                                                                                    | ME-524       | This course covers some theoretical and practical aspects of robust and adaptive control. Robust controller design with H-infinity performance, digital controller design with pole placement technique, direct, indirect and switching adaptive control are studied and implemented in a hands-on lab.                                                                    | 2016-2017    |
|  228383796 | NULL                                                                                                    | ME-551       | The students describe and explain the thermodynamic and operating principles of internal combustion engines and all fuel cell types, identify the determining physical parameters for the operating regimes, the efficiencies and the polluting emissions, and compare the systems against each other.                                                                     | 2016-2017    |
|  127750809 | NULL                                                                                                    | ME-571       | This course covers the basic aspects of the numerical discretization and solution of the fluid flow and heat transfer equations within the finite volumes framework. Emphasis is on developing a in-house solver and on utilizing opensource CFD tools for more complex flow and heat transfer problems                                                                                         | 2016-2017    |
|  228388903 | NULL                                                                                                    | ME-571       | This course covers the basic aspects of the numerical discretization and solution of the fluid flow and heat transfer equations within the finite volumes framework. Emphasis is on developing a in-house solver and on utilizing opensource CFD tools for more complex flow and heat transfer problems                                                                                         | 2016-2017    |
|  652077693 | Engineering internship credited with master project(master in Mechanical engineering)                   | ME-597       | The student does an industrial internship in a domain where mechanical engineering skills are brought out.                                                                                                                                                                                                                                                                                      | 2016-2017    |
|  132424187 | Master project in Mechanical Engineering                                                                | ME-599       | The student applies the acquired skills to an academic or industrial project.                                                                                                                                                                                                                                                                                                                   | 2016-2017    |
|    2342090 | NULL                                                                                                    | MGT-400      | Why are some firms more successful than others?This is the fundamental question of strategy. A key concern of managers is the complex and uncertain relationship between the firm, its strategy, its performance and its environment. You study competition from the perspective of top management.                                                                              | 2016-2017    |
|  352625368 | NULL                                                                                                    | MGT-400      | Why are some firms more successful than others?This is the fundamental question of strategy. A key concern of managers is the complex and uncertain relationship between the firm, its strategy, its performance and its environment. You study competition from the perspective of top management.                                                                              | 2016-2017    |
|   48010201 | NULL                                                                                                    | MGT-401      | This course teaches students the power of marketing strategy in helping business organizations successfully commercialize technological innovations. Students will learn how to understand, create, deliver and manage customer value through goods and services, with a focus on technology.                                                                              | 2016-2017    |
|  352632242 | NULL                                                                                                    | MGT-401      | This course teaches students the power of marketing strategy in helping business organizations successfully commercialize technological innovations. Students will learn how to understand, create, deliver and manage customer value through goods and services, with a focus on technology.                                                                              | 2016-2017    |
|  229913238 | NULL                                                                                                    | MGT-401      | This course teaches students the power of marketing strategy in helping business organizations successfully commercialize technological innovations. Students will learn how to understand, create, deliver and manage customer value through goods and services, with a focus on technology.                                                                              | 2016-2017    |
|    2342548 | NULL                                                                                                    | MGT-402      | Business as usual methods can apply to mature markets, even if less and less.But a kind of Marketing integrating innovation and entrepreneurial values is more and more useful and necessary to act in a context of turbulence or disruption. This is a highly impacting trend for B2B marketing.                                                                                       | 2016-2017    |
|  840844976 | NULL                                                                                                    | MGT-402      | Business as usual methods can apply to mature markets, even if less and less.But a kind of Marketing integrating innovation and entrepreneurial values is more and more useful and necessary to act in a context of turbulence or disruption. This is a highly impacting trend for B2B marketing.                                                                                       | 2016-2017    |
|   47993595 | NULL                                                                                                    | MGT-403      | This course uses the basics of microeconomic theory to address and develop the main economic issues about innovation in the biomedical sector (competition, monopoly and price formation, productivity crisis, knowledge access, neglected diseases, geography of innovation)                                                                                | 2016-2017    |
|  908971448 | NULL                                                                                                    | MGT-403      | This course uses the basics of microeconomic theory to address and develop the main economic issues about innovation in the biomedical sector (competition, monopoly and price formation, productivity crisis, knowledge access, neglected diseases, geography of innovation)                                                                                | 2016-2017    |
|  840852095 | NULL                                                                                                    | MGT-404      | This course presents the various types of intellectual property rights and explains how they can contribute to key aspects of the management of innovative firms. It cover firms of different sizes (startups, SMEs, MNEs) and in different industries (from pharmaceuticals to IT).                                                                                              | 2016-2017    |
|  353944999 | NULL                                                                                                    | MGT-407      | This course explores the theoretical and empirical perspectives on individual and industrial demand, supply, public policies including (de)regulation and management, in the energy sectors (oil, natural gas and electricity).                                                                                                                                     | 2016-2017    |
| 1543122247 | NULL                                                                                                    | MGT-408      | This course involves the theoretical and empirical analysis of technology Policy as applied to the issue of energy transition. To address this so-called "Grand Challenge", the combination of market-based instruments with technology policy seems to be of critical importance.                                                                                             | 2016-2017    |
| 1899816746 | NULL                                                                                                    | MGT-408      | This course involves the theoretical and empirical analysis of technology Policy as applied to the issue of energy transition. To address this so-called "Grand Challenge", the combination of market-based instruments with technology policy seems to be of critical importance.                                                                                             | 2016-2017    |
|  376992767 | NULL                                                                                                    | MGT-408      | This course involves the theoretical and empirical analysis of technology Policy as applied to the issue of energy transition. To address this so-called "Grand Challenge", the combination of market-based instruments with technology policy seems to be of critical importance.                                                                                             | 2016-2017    |
| 1776066573 | NULL                                                                                                    | MGT-409      | The purpose of this course is to engage students into multidisciplinary collaboration to tackle real world problems with a human centered approach.                                                                                                                                                                                                                                             | 2016-2017    |
| 1909733620 | NULL                                                                                                    | MGT-409      | The purpose of this course is to engage students into multidisciplinary collaboration to tackle real world problems with a human centered approach.                                                                                                                                                                                                                                             | 2016-2017    |
| 1899816322 | NULL                                                                                                    | MGT-412      | This course provides key concepts and tools to understand and influence behaviors of individuals and groups in organizations. Participants will acquire essential knowledge for developing their leadership potential in areas such as decision making, influence, motivation and team dynamics.                                                                                  | 2016-2017    |
|   79254062 | NULL                                                                                                    | MGT-413(a)   | This class is the foundation course in entrepreneurial management. The purpose of this course is to explore new venture creation by adopting a process perspective - from opportunity recognition to establishing a successful new firm.                                                                                                                                                        | 2016-2017    |
| 1581027726 | NULL                                                                                                    | MGT-413(a)   | This class is the foundation course in entrepreneurial management. The purpose of this course is to explore new venture creation by adopting a process perspective - from opportunity recognition to establishing a successful new firm.                                                                                                                                                        | 2016-2017    |
|   79254073 | NULL                                                                                                    | MGT-413(b)   | This class is the foundation course in entrepreneurial management. The purpose of this course is to explore new venture creation by adopting a process perspective - from opportunity recognition to establishing a successful new firm.                                                                                                                                                        | 2016-2017    |
| 1581028449 | NULL                                                                                                    | MGT-413(b)   | This class is the foundation course in entrepreneurial management. The purpose of this course is to explore new venture creation by adopting a process perspective - from opportunity recognition to establishing a successful new firm.                                                                                                                                                        | 2016-2017    |
| 1899737319 | NULL                                                                                                    | MGT-414      | Students will learn core concepts that can make innovation projects more successful and profitable, and to then apply those concepts to real business cases of known successes and failures with a focus on the economic and organizational conditions that advance technological innovation by firms.                                                                                   | 2016-2017    |
|    1774462 | Logistics and demand analysis                                                                           | MGT-426      | This course focuses on introducing, as part of a global approach, a corporation's logistics strategies from logistics to supply chain management while emphasizing the importance of customer demand as a conductor of the complete process of the product's or the service's integrated value chain.                                                              | 2016-2017    |
|  353831841 | Logistics and demand analysis                                                                           | MGT-426      | This course focuses on introducing, as part of a global approach, a corporation's logistics strategies from logistics to supply chain management while emphasizing the importance of customer demand as a conductor of the complete process of the product's or the service's integrated value chain.                                                              | 2016-2017    |
|    1774487 | Project management and risk analysis                                                                    | MGT-427      | This course focuses on a general approach to project management while assessing risk approach at each step of the project.                                                                                                                                                                                                                                                                      | 2016-2017    |
|  353834062 | Project management and risk analysis                                                                    | MGT-427      | This course focuses on a general approach to project management while assessing risk approach at each step of the project.                                                                                                                                                                                                                                                                      | 2016-2017    |
|   79308924 | NULL                                                                                                    | MGT-428      | Management systems in relation to quality and performance are currently implemented in the economy. Once implemented, they provide a rational management, with a direction for continual improvement and search of excellence. The course delineates the main content and facilitates their implementation                                                                        | 2016-2017    |
| 1543121923 | NULL                                                                                                    | MGT-428      | Management systems in relation to quality and performance are currently implemented in the economy. Once implemented, they provide a rational management, with a direction for continual improvement and search of excellence. The course delineates the main content and facilitates their implementation                                                                        | 2016-2017    |
|  353831231 | NULL                                                                                                    | MGT-429      | Global overview of Business Information Systems needs and offerings: from IS strategy definition to IS implementation projects management.                                                                                                                                                                                                                                                      | 2016-2017    |
| 1693707617 | NULL                                                                                                    | MGT-429      | Global overview of Business Information Systems needs and offerings: from IS strategy definition to IS implementation projects management.                                                                                                                                                                                                                                                      | 2016-2017    |
|  353942416 | NULL                                                                                                    | MGT-430      | This course is dedicated to various modelling tools, optimization methods and decision analysis techniques, with a specific focus on logistics.                                                                                                                                                                                                                                   | 2016-2017    |
|  914628573 | NULL                                                                                                    | MGT-431      | The course is an introduction to information economics and its strategic ramifications. The main objectives are to use economic theory to understand strategic interactions in the presence of uncertainty, estimate the value of information, and analyze competitive strategy in an information economy.                                                                        | 2016-2017    |
|   47997051 | NULL                                                                                                    | MGT-439      | In this course students should gain a broad-based knowledge of the ever-changing world of information technology and how it relates to corporate business operations and strategy as well as to digital business innovation.                                                                                                                                                                    | 2016-2017    |
|    2342555 | NULL                                                                                                    | MGT-453      | The course introduces the participants to industry analysis. Participants will learn how to identify and analyze industries with a particular focus on how industries evolve thanks to technological developments and regulatory constraints.                                                                                                                                                   | 2016-2017    |
